STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,TRANSFORMATION,Transformation,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,LVA,Latvia,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,1.068158388,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,LVA,Latvia,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,3.928634882,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,LVA,Latvia,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,2.345162153,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,LVA,Latvia,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,3.198804379,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,LVA,Latvia,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,3.94562459,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,2.249155998,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2001,,3.758345127,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2002,,4.934205532,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2003,,4.454883099,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2004,,3.210887909,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2005,,3.289263248,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2006,,2.538624287,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2007,,3.788879633,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2008,,-1.664558649,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2009,,1.919668198,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2010,,0.998182833,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2011,,2.676480055,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2012,,2.445612907,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2013,,2.02587676,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,3.454817533,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,4.231761932,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,3.700276852,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,3.931580782,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NZL,New Zealand,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,2.787039518,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,3.154691219,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2001,,2.053559542,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2002,,1.435895801,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2003,,0.905989051,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2004,,3.892657757,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2005,,2.591547251,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2006,,2.371484995,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2007,,2.950299263,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2008,,0.475248843,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2009,,-1.742107153,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2010,,0.699382484,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2011,,0.976649523,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2012,,2.667220831,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2013,,1.028762817,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,1.950399995,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,1.948030591,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,1.065858245,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,2.296681881,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,NOR,Norway,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,1.112616062,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,4.459975243,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2001,,1.250719428,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2002,,2.015361547,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2003,,3.438684464,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2004,,4.862658501,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2005,,3.446760654,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2006,,5.950529575,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2007,,6.823365211,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2008,,4.114163876,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2009,,2.792813301,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2010,,3.672260761,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2011,,4.647926331,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2012,,1.316196322,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2013,,1.119473815,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,3.322761297,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,4.149051189,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,3.093383551,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,4.717606068,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,POL,Poland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,5.215310574,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,3.745162725,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2001,,1.92502439,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2002,,0.767967701,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2003,,-0.934877634,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2004,,1.772925973,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2005,,0.778807759,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2006,,1.611971378,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2007,,2.47568059,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2008,,0.318739474,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2009,,-3.171855211,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2010,,1.722701192,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2011,,-1.710714221,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2012,,-4.141898155,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2013,,-0.92692703,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,0.78906858,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,1.77617836,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,1.999364495,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,3.446272373,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,PRT,Portugal,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,2.809487581,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,4.656243324,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2001,,1.439093828,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2002,,2.173136473,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2003,,2.283538342,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2004,,4.245448112,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2005,,2.818701982,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2006,,4.557331562,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2007,,3.381402254,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2008,,-0.451577336,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2009,,-4.436776161,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2010,,5.781698227,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2011,,3.145344496,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2012,,-0.590041876,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2013,,1.180777073,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2014,,2.623092413,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2015,,4.391430855,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2016,,2.049447775,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2017,,2.535507202,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,SWE,Sweden,A,Annual,GDP_G,GDP growth,PC,Percentage change,2018,,1.931253552,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,GDP_G,GDP growth,PC,Percentage change,2000,,3.899385452,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
