STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,TRANSFORMATION,Transformation,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2002,,0.060496125,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2003,,-0.422782332,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2004,,1.394848347,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2005,,1.84216249,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2006,,2.561458588,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2007,,2.077721834,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2008,,0.712404907,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2009,,-2.322849512,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2010,,2.430180311,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2011,,0.600870252,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2012,,-0.018256269,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2013,,1.404696703,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2014,,1.550089359,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2015,,0.024059271,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2016,,0.894165099,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2017,,1.283174038,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHE,Switzerland,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2018,,2.746768475,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2000,,4.66243124,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2001,,4.474070072,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2002,,4.382611752,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2003,,4.508024693,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2004,,4.041820526,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2005,,5.610532284,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2006,,7.920510769,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2007,,11.18455124,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2008,,5.638608932,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2009,,4.951049805,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2010,,3.006804466,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2011,,5.223810196,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2012,,4.801546097,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2013,,3.861356497,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2014,,4.451227188,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2015,,4.700037956,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2016,,4.474526405,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2017,,4.301064968,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,CHN,China (People’s Republic of),A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2018,,4.263956547,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2000,,3.539107084,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2001,,0.669130385,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2002,,1.250646472,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2003,,2.99550271,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2004,,3.614786863,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2005,,4.563460827,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2006,,4.945869923,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2007,,4.838829517,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2008,,0.740493357,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2009,,0.732495844,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2010,,7.175350666,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2011,,3.557056189,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2012,,1.45358932,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2013,,2.336794376,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2014,,3.366187096,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2015,,4.093938351,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2016,,5.460954666,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2017,,2.496537209,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,IND,India,A,Annual,EAMFP_G,Environmentally adjusted multifactor productivity growth,PC,Percentage change,2018,,3.304840565,,,,0,Units,GY,"Growth rate, over 1 year",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2000,,0.186669096,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2001,,0.023002997,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2002,,0.533838511,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2003,,-0.347939521,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2004,,-0.003200095,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2005,,0.296366215,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2006,,0.393943995,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2007,,-0.390011907,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2008,,0.70401001,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2009,,1.814787507,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2010,,-0.959028363,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2011,,-0.17031163,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2012,,-0.20059225,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2013,,-0.269495726,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2014,,-0.140858814,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2015,,0.416381001,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2016,,-0.683607578,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2017,,-0.659116805,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,EST,Estonia,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2018,,-0.638496459,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2000,,0.372258782,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2001,,-0.133826673,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2002,,0.150392562,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2003,,-0.243379682,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2004,,0.303587615,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2005,,0.949279368,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2006,,-0.197728932,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2007,,0.307607263,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2008,,0.902658582,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2009,,1.325891376,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2010,,-0.051605325,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2011,,1.013991594,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2012,,0.493281603,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2013,,0.107715301,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2014,,0.316653997,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2015,,0.65394026,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2016,,-0.387167007,,,,0,Units,_Z,Not applicable,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EAMFP@DF_EAMFP(1.0),Environmentally adjusted multifactor productivity,I,FIN,Finland,A,Annual,P_ADJ_ALL_G,Adjustment for pollution abatement,PC,Percentage change,2017,,0.350248039,,,,0,Units,_Z,Not applicable,2,Two
